Cgla4	Cniv4	Ndel4	Cbra4	Nbac4	Lklu4	Spar4	Scer4
IRT1	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
YAL002W	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YAL054C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YAL061W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YAL062W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YAR031W	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
YAR071W	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
YBL043W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YBL049W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YBL069W	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
YBR045C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YBR050C	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
YBR067C	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
YBR072W	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
YBR093C	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YBR094W	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
YBR117C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YBR145W	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YBR147W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YBR169C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YBR240C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YBR287W	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YBR296C	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YCL027W	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
YCL048W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YCL048W-A	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YCR021C	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
YCR045C	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
YCR051W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YCR098C	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YCR105W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDL021W	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
YDL022C-A	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDL024C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDL048C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDL079C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDL085W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDL204W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDL222C	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDL223C	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDR005C	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
YDR017C	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
YDR055W	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
YDR070C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDR089W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDR119W-A	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDR169C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDR216W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDR247W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDR281C	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YDR342C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDR343C	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YDR446W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDR453C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YDR461W	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
YDR481C	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YDR536W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YEL011W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YER018C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YER037W	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YER054C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YER060W-A	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YER062C	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
YER067W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YER072W	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YER076C	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YER101C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YER103W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
YER150W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YER158C	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YER186C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YFL004W	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
YFL011W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YFL014W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YFL030W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YFL033C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YFR015C	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YFR017C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YFR021W	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YFR026C	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YFR034C	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
YFR053C	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
YGL156W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YGL205W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YGL224C	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YGR032W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YGR043C	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YGR052W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YGR079W	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
YGR087C	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
YGR088W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YGR138C	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YGR142W	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
YGR144W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YGR146C	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YGR233C	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YGR248W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YGR256W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YHL012W	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
YHR033W	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
YHR046C	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
YHR048W	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
YHR071W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YHR096C	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YHR136C	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YHR137W	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
YHR139C	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
YHR179W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YHR210C	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
YHR211W	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YHR215W	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YIL011W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YIL015W	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YIL045W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YIL046W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YIL099W	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YIL101C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YIL120W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YIL155C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YIL160C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YIL169C	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
YIR027C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YIR034C	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YJL012C	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YJL043W	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YJL045W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YJL048C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YJL079C	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YJL083W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YJL116C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YJL117W	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YJL153C	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
YJR008W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YJR059W	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
YJR096W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YJR119C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YJR147W	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
YKL065W-A	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YKL093W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YKR031C	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YKR050W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YKR076W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YLL052C	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
YLL053C	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
YLR136C	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YLR149C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YLR178C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YLR201C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YLR205C	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YLR267W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YLR307W	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE
YLR312C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YLR327C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YLR346C	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
YLR410W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
YLR427W	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YML047C	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YML054C	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YML100W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YML107C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YML123C	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YML128C	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR090W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR107W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR165C	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR169C	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR175W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR175W-A	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR187C	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR194C-B	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
YMR196W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR211W	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
YMR250W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR251W-A	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR252C	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR253C	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR271C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR279C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YMR291W	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YNL014W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YNL065W	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
YNL093W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YNL106C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YNL146C-A	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YNL194C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YNL195C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YNL202W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YNL223W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YNL224C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YNR034W-A	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YNR044W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YNR060W	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YNR069C	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
YOL015W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YOL052C-A	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YOL055C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YOL083W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YOL084W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YOL126C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YOR032W-A	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YOR162C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YOR163W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YOR173W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YOR178C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YOR186W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YOR338W	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
YOR344C	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
YOR347C	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YOR391C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YPL018W	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YPL019C	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
YPL033C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YPL054W	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YPL092W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YPL095C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YPL110C	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
YPL165C	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
YPL171C	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
YPL186C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YPL187W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YPL222W	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
YPL223C	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
YPL230W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YPR003C	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YPR030W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YPR160W	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
YPR184W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
YPR192W	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
snR5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
